texto,secao,url,autor,data,subtitulo,titulo
"O caso envolve o inquérito dos portos, no qual o presidente é acusado de receber vantagens indevidas do grupo , que opera o porto de Santos, no litoral de São Paulo, e que foi beneficiado por um decreto de Temer em 2017.
“Michel Temer está no epicentro deste sistema criminoso, porque é o agente político com poderio suficiente para obter benefícios para os empresários do setor portuário”, cita a denúncia apresentada pela procuradora-geral, .
Segundo a denúncia, a participação de Temer em esquemas de corrupção na área portuária é antiga e remonta à época em que ele era deputado federal por São Paulo. No período, Temer teria recebido pagamentos indevidos por meio de dois intermediários que teriam constituído empresas para que o presidente recebesse propina.
A movimentação indevida chegou a 32,6 milhões de reais.  Agora, a PGR pede que Temer e outros cinco acusados paguem uma indenização com esse valor.
O inquérito dos portos havia sido instaurado para apurar irregularidades na edição em maio de 2017 do Decreto 9.427/2017. O ato beneficiou empresas do setor portuário, em especial o grupo Rodrimar. O texto ampliou por até 70 anos a duração de dois contratos entre o poder público e empresas que exploram o setor portuário.
Segundo a PGR, em troca da edição do decreto, o grupo realizou pagamento de vantagens indevidas ao presidente da República por meio das empresas Argeplan, Eliland do Brasil, PDA Administração e Participação e PDA Projeto e Direção Arquitetônica, que são ligadas ao coronel aposentado da Polícia Militar João Baptista Lima Filho, um amigo de Temer.
Além de Temer, foram denunciados o coronel Lima; Ricardo Conrado Mesquita e Antônio Celso Grecco, sócios da Rodrimar; o ex-deputado Rodrigo Rocha Loures, que em maio de 2017 se notabilizou ao ser flagrado carregando uma mala de dinheiro; e Carlos Alberto da Costa, sócio do ex-coronel.
Temer já foi alvo de duas denúncias apresentadas no ano passado pelo então procurador-geral, . Os casos envolveram acusações de corpção,  participação em organização criminosa e obstrução de Justiça. As denúncias se basearam em acusações envolvendo o presidente no caso JBS e em desvios em estatais. Temer conseguiu barrar as duas denúncias na Câmara em agosto e outubro de 2017, e consequentemente permaneceu no cargo.  A nova denúncia apresentada nesta quarta-feira não deve chegar a ser analisada pelo Congresso, já que a Câmara e o Senado vão entrar em recesso até o final da semana. Os trabalhos no Congresso só devem ser retomados no início de fevereiro, quando Temer já tiver passado o cargo para o presidente eleito Jair Bolsonaro.
Levando em consideração esse calendário, Dodge pediu para que pediu que, a partir de 1º de janeiro, o caso seja enviado para a primeira instância da Justiça Federal em Brasília em função da perda do foro privilegiado no STF.
O advogado do presidente no processo envolvendo o inquérito dos portos, Brian Alves Prado, informou que ainda não teve acesso à denúncia. Ele acrescentou que estudará o teor da denúncia, assim que recebê-la, antes de se manifestar a respeito.
Questionado, o Palácio do Planalto afirmou que Temer provará sua inocência. “O presidente Michel Temer provará, nos autos judiciais, que não houve nenhuma irregularidade no Decreto dos Portos, nem benefício ilícito a nenhuma empresa”.
Em nota, a Rodrimar informou que os denunciados ligados à empresa estão afastados e que a companhia pauta sua gestão com base nos padrões de governança corporativa. “A Rodrimar esclarece que os executivos indiciados encontram-se afastados da empresa desde o início do ano, de maneira a permitir a máxima isenção e transparência durante o período em que os processos em questão estiverem tramitando na Justiça. Vale acrescentar ainda que a companhia continua pautando a sua gestão dentro dos mais elevados padrões de governança corporativa”, diz a nota.
",Política,https://www.cartacapital.com.br/politica/temer-e-denunciado-por-corrupcao-no-caso-dos-portos/,Deutsche Welle,20/12/2018 11:10:06,"Segundo procuradora-geral, presidente está no ",Temer é denunciado por corrupção no caso dos portos
"Intitulado  (A Grande Substituição), o manifesto está repleto de teorias da conspiração populares da extrema direita sobre como europeus brancos supostamente estariam sendo substituídos por imigrantes não brancos. O texto sugere que a ideologia neonazista e a imigração motivaram o atentado.
    O Brasil é mencionado na metade do documento, na seção em que o terrorista faz críticas à diversidade racial. “O Brasil com toda a sua diversidade racial está completamente fraturado como nação, onde as pessoas não se dão umas com as outras e sempre que possível se separam e se segregam”, destaca.
No manifesto, o atirador se autodescreve como um “etnonacionalista” que se inspirou em ataques cometidos por extremistas de direita, como o norueguês Anders Behring Breivik, que matou 77 pessoas em 2011 motivado pelo ódio ao multiculturalismo.  O terrorista afirma ainda que apoia o presidente dos Estados Unidos, Donald Trump, “como um símbolo da identidade branca renovada e pelo objetivo comum”. Nesta sexta-feira, o líder americano se manifestou condenando o atentado.
O autor do texto escreve que planejou o ataque por dois anos e que escolheu a cidade alvo há três meses. A ideia para o massacre teria surgido numa viagem que fez à Europa entre abril e maio de 2017, que o teria deixado chocado com a “invasão de imigrantes”.
No manifesto, ele não menciona pertencer a algum grupo ou organização e lista alguns jogos de videogame que o teriam influenciado e que usou para treinar para o atentado.
O título do manifesto faz referência a um livro escrito pelo francês Renaud Camus, que popularizou a ideia de “genocídio branco”, um termo tipicamente usado por grupos racistas para se referir à imigração e ao crescimento de populações minoritárias.  Após o ataque, Camus disse que o ato “chocante” foi cometido por alguém que não entendeu o seu trabalho e acusou o terrorista de plágio por usar o mesmo título de seu livro. “Sou totalmente não violento. No centro de minha obra está o conceito da inocência, ou seja, de não agravamento e de não violência”, ressaltou.
O livro de Camus foi publicado em 2011. O autor foi condenado em 2015 por incitar o ódio e a violência contra muçulmanos.
O manifesto teria sido escrito por Brenton Tarrant, um australiano de 28 anos que foi preso após o atentado e acusado formalmente de homicídio na manhã de sábado.
",Mundo,https://www.cartacapital.com.br/mundo/manifesto-de-atirador-da-nova-zelandia-faz-mencao-ao-brasil/,Deutsche Welle,16/03/2019 18:47:23,Suposto autor do ataque a mesquitas critica a diversidade racial que teria ,Manifesto de atirador da Nova Zelândia faz menção ao Brasil
"A premiê disse que o principal suspeito pelo ataque – o australiano Brenton Tarrant, de 28 anos – estava em posse de cinco armas, incluindo duas semiautomáticas e duas espingardas. As armas foram compradas depois que ele obteve a licença correspondente, em novembro de 2017. Segundo Ardern, algumas das armas foram modificadas para se tornarem ainda mais mortais.
    “Enquanto seguem os trabalhos para esclarecer a sequência de fatos que levaram tanto à licença quanto à posse das armas, posso assegurar uma coisa: nossas leis de armas irão mudar”, afirmou, sem dar detalhes.
Ardern disse que haverá uma “resposta rápida” de seu governo e que uma proibição de armas semiautomáticas será avaliada.  Tarrant compareceu neste sábado ao tribunal de Christchurch, onde foi acusado de assassinato. Ele é suspeito de matar 41 pessoas na mesquita de Al Noor, no centro de Christchurch, antes de dirigir cerca de cinco quilômetros até a mesquita de Linwood, onde matou outras sete pessoas. A 49ª vítima do massacre morreu no hospital.
Descrito por autoridades como um extremista de direita, Tarrant não tinha antecedentes criminais. A polícia investiga como foi possível que ele permanecesse longe da mira dos serviço de inteligência apesar de suas visões extremistas.
Antes do ataque, ele publicou na internet um manifesto repleto de teorias da conspiração populares da extrema direita sobre como europeus brancos supostamente estariam sendo substituídos por imigrantes não brancos. O Brasil é mencionado na seção em que o terrorista faz críticas à diversidade racial.
Com uma câmera presa ao capacete que usava, Tarrant transmitiu ao vivo pelo Facebook o massacre na mesquita Al Noor, durante 17 minutos.  O australiano vivia em Dunedin, na Ilha Sul da Nova Zelândia, da qual Christchurch é a maior cidade. Ele era membro do clube de tiro Bruce Rofle Club, de acordo com a mídia neozelandesa. Segundo membros do clube, ele praticava com frequência tiros com um AR-15, um fuzil semiautomático leve.
O AR-15 é uma versão semiautomática do fuzil militar americano M16. A idade mínima para a posse de armas na Nova Zelândia é 16 anos, ou 18 no caso de armas semiautomáticas de estilo militar.
Após o massacre de sexta-feira, o presidente da Associação Policial da Nova Zelânia, Chris Cahill, apoiou leis sobre armas mais rígidas, afirmando que as armas usadas nas mesquitas foram proibidas na vizinha Austrália após o massacre de Port Arthur, em 1996, no qual 35 pessoas foram mortas. O AR-15 foi usado no atentado, assim como numa série de outros ataques a tiros nos Estados Unidos.
Já houve tentativas na Nova Zelândia de endurecer as leis sobre armas de fogo, mas um forte lobby e uma forte cultura de caça contiveram os esforços. Estima-se que haja 1,5 milhão de armas de fogo no país, cuja população é de apenas cinco milhões de pessoas. Apesar disso, os índices de violência ligados a armas de fogo são baixos.
",Mundo,https://www.cartacapital.com.br/mundo/apos-massacre-premie-da-nova-zelandia-promete-mudar-leis-de-armas/,Deutsche Welle,16/03/2019 16:41:20,Principal suspeito de ataque em mesquitas havia obtido licença e portava cinco armas,"Após massacre, premiê da Nova Zelândia promete mudar leis de armas"
"A pesquisa, que durou pouco mais de 3 anos, analisou trinta países que, de 1981 a 2014, privatizaram total ou parcialmente seus sistemas de previdência. Até 2018, dezoito desses países reverteram essa decisão, pois o resultado não foi positivo.
    O estudo mostrou que sistemas como esse aumentaram a desigualdade de gênero e de renda, que os custos de transição criaram pressões fiscais enormes, os custos administrativos são altos, os rendimentos e os valores das aposentadorias são baixos e quem se beneficiou com as poupanças dos trabalhadores e trabalhadoras foi o sistema financeiro, entre outros problemas.
  A PEC da Reforma da Previdência, proposta pelo presidente Jair Bolsonaro e que aguarda votação do Congresso Nacional, trouxe alguns detalhes sobre o modelo de capitalização. Nele, cada trabalhador fica responsável por poupar para a própria velhice, ao contrário do modelo atual, que prevê um acordo entre gerações – os trabalhadores ativos financiam a aposentadoria dos inativos.
O estudo concluiu que, ao invés do que dizem os defensores da proposta, a taxa de adesão da previdência privada diminui, ao invés de aumentar. Quem acredita que esse seja o melhor modelo a ser colocado em prática argumenta que contas individuais obrigatórias teriam maior rentabilidade, por isso aumentaria a procura. Mas não foi o que aconteceu. Na Argentina, por exemplo, houve uma diminuição de mais de 20%.
Um ponto bastante relevante do estudo é que nos países onde o modelo foi colocado em prática, houve um aumento da desigualdade de gênero e de renda. Isso porque uma mulher que interrompe seu trabalho por gravidez, por exemplo, fica sem contribuir e lá na frente seu saldo será menor que de um homem.
“Na Bolívia, por exemplo, a proporção de mulheres idosas que recebem uma aposentadoria caiu de 23,7 por cento em 1995 para 12,8 por cento em 2007; na Polônia, a proporção das
mulheres em risco de pobreza atingiu um recorde histórico de 22,5 por cento em 2014”, afirma o estudo.  As experiências de privatização nos países em desenvolvimento mostram que o setor financeiro, os administradores privados e as empresas comerciais de seguros de vida são quem mais se beneficia da poupança previdenciária das pessoas – muitas vezes são os grupos financeiros internacionais que detêm a maioria dos fundos investidos.
Para os técnicos da OIT, o que melhora a sustentabilidade financeira dos sistemas de previdência e o nível de prestações garantidas, permitindo às pessoas usufruir de uma melhor vida na aposentadoria, não é acabar, e sim reforçar, o seguro social público, associado a regimes solidários não contributivos, conforme recomendado pelas normas da entidade.
Veja o estudo 
",Política,https://www.cartacapital.com.br/politica/privatizar-a-previdencia-foi-um-fracasso-em-todo-o-mundo-diz-oit/,Alexandre Putti,11/03/2019 21:43:33,Estudo mostrou que capitalização aumentou a desigualdade de gênero e de renda e beneficiou sistema financeiro,"Privatizar a previdência foi um fracasso em todo o mundo, diz OIT"
"Elas cobram do presidente Viktor Orbán que ele revogue uma lei que possibilita a empregadores exigir de seus funcionários até 400 horas extras por ano, e pagar por elas apenas três anos depois. Desde a votação na última quarta-feira no Parlamento, cada vez mais pessoas se mobilizam contra essa “lei dos escravos”. Em várias ocasiões, houve tumultos violentos, embora as marchas tenham começado pacíficas.No domingo, por exemplo, os protestos permaneceram inicialmente pacíficos, para mais tarde a polícia usar novamente gás lacrimogêneo. Com 10 mil, talvez 15 mil participantes, esse foi o ápice de uma onda de protestos que até agora não se tinha visto durante os oito anos de mandato de Orbán na Hungria.Na França, os chamados “coletes amarelos” também levam a uma avaliação similar. O acirramento do clima político parece ter chegado às ruas europeias.Com seus clamores, muitos manifestantes expressaram que, para eles, o que está em jogo é mais do que a lei de horas extras ou a política social de seu primeiro-ministro. Sob Viktor Orbán, os trabalhadores perderam cada vez mais direitos, enquanto as empresas viram as suas posições reforçadas.Há também descontentamento com as medidas de Orbán contra os sem-teto e os migrantes, como também contra sua ação de resgate do ex-primeiro-ministro da Macedônia Nikola Gruevski, que foi preso em seu país de origem e recebeu asilo político de emergência na Hungria.Em Belgrado, capital da Sérvia, milhares de pessoas foram às ruas neste fim de semana. Como nos protestos em massa contra o regime Milosevic nos anos 1990, muitas delas deram desabafo à sua ira contra o governo com apitos e buzinas.O estopim dos protestos atuais foi um ataque brutal ao líder esquerdista sérvio Borko Stefanovic. Homens em camisas pretas espancaram e feriram gravemente o político com uma barra de ferro, no final de novembro na cidade de Krusevac, no sul do país.O presidente Aleksandar Vucic condenou o ataque. Os autores foram capturados. No entanto, a oposição continua culpando a dura retórica de Vucic pelo clima de violência no país.Protestos em Belgrado, Sérvia (AFP)Na Albânia, desde o início do mês, os universitários estão protestando por uma redução nas anuidades. Nas universidades estatais, as taxas variam entre 160 e 2.560 euros. A renda média mensal no pobre país dos Bálcãs é de apenas 350 euros.No entanto, os manifestantes na capital Tirana e em várias outras cidades albanesas estão se voltando cada vez mais de forma mais generalizada contra o governo do primeiro-ministro Edi Rama. Com bloqueios de estradas, por exemplo, eles chamam a atenção para a pobreza generalizada no país e para os altos preços da gasolina.Protestos em Tirana, Albânia (AFP)Com bloqueios de estradas devido aos altos preços da gasolina, começou na França, há algumas semanas, o protesto dos “coletes amarelos”.A crescente manifestação em nível nacional perdeu em dinamismo após as concessões feitas pelo presidente Emmanuel Macron e o atentado que deixou cinco mortos em Estrasburgo. A dimensão dos protestos em Paris, no último fim de semana, ficou muito abaixo das semanas anteriores.O programa emergencial de bilhões de dólares, que prevê, entre outros, um aumento de 100 euros no salário mínimo, traz dificuldades orçamentárias para a França: em 2019, o país deverá fazer mais dívidas do que o permitido pelo Pacto de Estabilidade e Crescimento na zona do euro.Seu principal objetivo inicial, que era o fim de um imposto ambiental sobre os combustíveis fósseis, foi alcançado. No entanto, nas poucas semanas de sua existência, o movimento gerou um enorme dinamismo e, subitamente, expandiu-se fortemente para vários direcionamentos políticos.Esse crescimento rápido pode vir a ser fatal para o movimento, se os objetivos das partes envolvidas divergirem de tal forma que elas não possam mais concordar em torno de uma agenda comum.“Na verdade, seria possível supor que este simbolismo dos “coletes amarelos” – já que todos têm um no carro – pudesse se espalhar muito rapidamente”, diz a especialista em protestos Sabrina Zajak. “Além disso, há naturalmente insatisfação em muitos outros países europeus”.Até agora, no entanto, ela está certa em sua avaliação de que os protestos não se espalharam em grande escala. Depois de presenças ocasionais dos “coletes amarelos” na Bélgica e na Holanda, o movimento coletivo Aufstehen (Levantar-se), iniciado pela política esquerdista alemã Sahra Wagenknecht, convocou no fim de semana uma grande manifestação dos “coletes amarelos” em Munique. Segundo a polícia, no entanto, apenas 100 pessoas participaram da manifestação na terceira maior metrópole alemã. Até agora, a avaliação de Zajak foi confirmada: “O protesto na França tem algo a ver com o contexto específico do país”.Também os protestos no Leste Europeu se dirigiram até agora de forma muito específica contra os governos locais. “Um movimento europeu de protesto é possível no caso de preocupações transnacionais, como quando está em jogo, por exemplo, a sobrevivência de setores profissionais – no caso de pescadores, produtores de vinho ou fazendeiros”, diz por sua vez o sociólogo Dieter Rucht à emissora pública alemã ZDF. “Mas o que se observa em quase toda a Europa são níveis crescentes de descontentamento e inquietação.”No entanto, enquanto a política social e do mercado de trabalho são temas nacionais, as mudanças climáticas não conhecem fronteiras. Nesse sentido, há ao menos um pequeno movimento de protesto que está cada vez mais comprometido com a Europa, a “greve escolar pelo clima”, que se iniciou em meados do ano com um evento solo da sueca de 15 anos Greta Thunberg.Desde o seu discurso na Conferência do Clima da ONU (COP24) em Katowice, um número crescente de escolares está fazendo parte desse movimento em vários países europeus. Na última sexta-feira, centenas de milhares de estudantes participaram em Berlim, Hamburgo, Munique, Colônia, Kiel, Göttingen e outras cidades alemãs.",Mundo,https://www.cartacapital.com.br/mundo/acirramento-do-clima-politico-chega-as-ruas-europeias/,Deutsche Welle,18/12/2018 12:02:51,"Além dos coletes amarelos na França, ocorrem manifestações populares na Hungria, Sérvia e Albânia", Acirramento do clima político chega às ruas europeias
"Sem dúvida, essa trajetória parece bastante preocupante. No entanto, há uma ressalva. Ora, o mesmo avanço tecnológico que tem permitido aos brasileiros viverem mais, tem, igualmente, aumentado sua produtividade. Um trabalhador brasileiro do início da década de 1980 era bem menos produtivo que o trabalhador atual, que tem a seu dispor toda a evolução dos últimos 40 anos da eletrônica, informática, telecomunicações, robótica etc. Se consideramos o desenvolvimento tecnológico – e por que não haveríamos de considerá-lo? – o aumento da produtividade, na medida em que permite que se produza “mais com menos”, faz com que menos pessoas em idade ativa possam compensar o aumento do número de pessoas idosas. Afinal, do ponto de vista da produção de bens e serviços, o que verdadeiramente importa não é apenas o número de pessoas em idade ativa, mas também a sua capacidade produtiva.      Portanto, a comparação intertemporal usualmente feita da relação ativos/ idosos é enganosa. É como comparar valores em épocas distintas sem levar em conta a inflação. É preciso, pois, “deflacionar” essa relação pelos ganhos de produtividade acumulados do período.
O gráfico em destaque ajusta a série histórica ativos/idosos tendo como base o nível de produtividade de 2018. Para esse cálculo, utilizei os números de Barbosa Filho e Pessoa (2014) que estimaram a evolução da produtividade do trabalho entre 1982 e 2012. Para o período 2013 – 2017 calculei essa evolução pela razão entre valor adicionado e população ocupada. Os dados estão disponíveis nas Contas Nacionais Trimestrais e na PNAD contínua, respectivamente.  O que chama a atenção é que a queda da razão ativos/idosos é bem menos acentuada. Na verdade, considerando os 30 anos entre 1983 e 2013, isto é, antes de crise atual, há uma quase estabilidade desse quociente. Ou seja, a cada ano houve um maior número de idosos por pessoas em idade ativa, porém, esses trabalhadores foram mais produtivos. Relativamente ao número de idosos, menos pessoas trabalharam, mas essas pessoas produziram mais. Os ganhos de produtividade praticamente compensaram a perda demográfica.
  Em relação aos cenários futuros, as linhas pontilhadas estendem as duas séries até 2050. Para projetar a série ajustada pela produtividade utilizei a média de ganhos de produtividade dos 10 anos antes da crise (2004-2013). Nesse caso, de fato, haveria uma redução da relação ativos/idosos. Entretanto, o número ajustado é pelo menos o dobro do que se obtém quando a produtividade é ignorada.  Em resumo, esse exercício permite elencar algumas conclusões. Em primeiro lugar, destaca o fato de que crescimento econômico e de produtividade são cruciais. A mais efetiva medida para a previdência – como para as finanças públicas de um modo geral – é retomar o crescimento.
Isso é particularmente verdade para um país que patina em sair de uma grave crise econômica, como é o caso do Brasil. Nessa perspectiva, o crescimento é a condição necessária para equacionar a questão previdenciária. Não o contrário, como usualmente é apresentado. Em segundo lugar, avaliações baseadas unicamente no perfil demográfico são viesadas. Esse tipo de argumento, ao negligenciar os ganhos de produtividade, superestima os desafios econômicos associados ao envelhecimento da população. Deve, portanto, ser evitado.
Referência:
BARBOSA FILHO, F. H.; PESSOA, S.A.  Revista Brasileira de Economia (RBE), v.68 n.2/p. 149-169. Abril-junho de 2014.
",Brasil Debate,https://www.cartacapital.com.br/politica/previdencia-fala-se-da-idade-mas-ignora-se-a-produtividade/,Humberto Lima,13/03/2019 03:30:20,"O argumento de que a reforma se justifica, unicamente, pela relação entre população ativa e população idosa é enganoso","Previdência: fala-se da idade, mas ignora-se a produtividade"
"A Polícia Federal concluiu um inquérito que apurava suspeitas de fraudes na edição do chamado , envolvendo o presidente Michel Temer. Em seu relatório final sobre o caso, a corporação indiciou o chefe de Estado e sua filha Maristela, além de outros nove suspeitos.O documento foi entregue na terça-feira 16 ao ministro Luís Roberto Barroso, relator do caso no Supremo Tribunal Federal, e então encaminhado à Procuradoria-Geral da República, que tem inicialmente 15 dias para se pronunciar.Temer e Maristela foram indiciados pelos crimes de corrupção passiva, lavagem de dinheiro e organização criminosa. Além de solicitar a apresentação de uma denúncia contra os onze acusados, a Polícia Federal pediu ainda o bloqueio de bens de todos eles.A Polícia Federal também encontrou indícios de crime em pagamentos realizados pelo grupo Libra. As duas empresas são concessionárias de áreas do porto de Santos, no litoral paulista, onde Temer exerceria forte influência política.Além de Temer e Maristela, foram indiciados o coronel Lima e sua mulher, Maria Rita Fratezi, seu sócio Carlos Alberto Costa e o filho dele, Carlos Alberto Costa Filho, pelos crimes de corrupção passiva e lavagem de dinheiro.Os empresários Antônio Celso Grecco e Ricardo Conrado Mesquita, donos da Rodrimar, e Gonçalo Borges Torrealba, do grupo Libra, foram acusados de corrupção ativa. Os três teriam pagado propina em troca de benefícios na administração pública.A PF encontrou ainda indícios contra s, ex-assessor de Temer e ex-deputado pelo MDB, flagrado em abril do ano passado recebendo uma mala com 500 mil reais de um diretor da JBS, dinheiro que seria propina destinada ao presidente.Os investigadores ainda pediram a prisão preventiva de quatro dos envolvidos: coronel Lima, sua mulher Fratezi, seu sócio Carlos Alberto Costa e o contador Almir Martins Ferreira, também indiciado, suspeito de operar a empresa que teria recebido propina para Temer.Ao encaminhar o relatório dos policiais à PGR, Barroso proibiu os quatro de deixarem o País e pediu que o órgão, comandado pela procuradora-geral Raquel Dodge, se pronuncie sobre o pedido de prisão feito pela Polícia Federal. O chamado inquérito dos portos, sob responsabilidade do delegado Cleyber Malta Lopes, foi aberto em setembro do ano passado após autorização de Barroso, seguindo um pedido do então procurador-geral da República, .A investigação começou apurando suspeitas de recebimento de vantagens indevidas por Temer e seus aliados em troca do favorecimento da Rodrimar por meio da edição do Decreto dos Portos.A suspeita, segundo o pedido de inquérito de Janot, é que o decreto – que alterou artigos da lei que rege a atividade portuária, permitindo que companhias renovassem suas concessões por até 70 anos – foi uma espécie de “favor político” à Rodrimar em troca de propinas pagas ao MDB.Segundo o ex-procurador-geral, a edição do Decreto dos Portos “contemplou, ao menos em parte, as demandas” de Rocha Loures em favor da empresa.Ao longo dos 13 meses de investigações, a Polícia Federal também apurou uma reforma feita na casa de uma das filhas do presidente, Maristela Temer, no bairro Alto de Pinheiros, em São Paulo. A obra, entre 2013 e 2015, teria sido paga com dinheiro vivo.O inquérito se baseou, entre outros pontos, em documentos apreendidos durante a Operação Patmos e em escutas telefônicas de Rocha Loures, que seria uma pessoa de confiança de Temer, bem como em depoimentos de delação premiada.Ao depor à Polícia Federal no início deste ano, o presidente negou ter autorizado Rocha Loures a receber dinheiro ou negociar em seu nome. Também negou qualquer irregularidade no Decreto dos Portos, dizendo que jamais foi procurado por empresários para tratar da edição do documento. Ele admitiu, porém, ter relação com Grecco, da Rodrimar.Em março, o STF autorizou o levantamento do sigilo bancário de Temer. Foi a primeira vez que a Justiça brasileira determinou tal medida contra um presidente da República em exercício. Cabe agora à procuradora-geral da República, Raquel Dodge, decidir se oferece uma denúncia contra o presidente com base nos indícios apresentados pelos policiais federais. Essa seria a terceira denúncia contra Temer desde que assumiu o governo no lugar de Dilma Rousseff, em 2016.As duas denúncias anteriores – uma por corrupção passiva e outra por organização criminosa e obstrução da Justiça – foram apresentadas pelo então procurador-geral Rodrigo Janot, mas acabaram barradas em votação no Congresso.No início de setembro, a Polícia Federal concluiu outro inquérito envolvendo o presidente, dessa vez sobre supostos repasses da Odebrecht. Nesse caso, Temer foi acusado de corrupção passiva e lavagem de dinheiro. Também foram citados o ministro da Casa Civil, , o ministro de Minas e Energia, Moreira Franco, e o ex-candidato ao governo paulista Paulo Skaf. ",Política,https://www.cartacapital.com.br/politica/a-policia-federal-aperta-o-cerco-a-temer/,Carta Capital,17/10/2018 13:26:11,, A Polícia Federal aperta o cerco a Temer
"Oficialmente, 2 mil soldados norte-americanos atuam no país. Seu papel principal é apoiar forças locais, em especial grupos curdos no norte sírio, no combate ao grupo terrorista.
Assessores militares de Trump contrários à decisão afirmam que ela equivale a uma traição aos curdos, principais aliados locais dos americanos.“Começamos a trazer para casa as tropas dos EUA conforme passamos à fase seguinte desta campanha”, disse a porta-voz da Casa Branca, Sarah Sanders. Ela disse que, “há cinco anos, o EI era uma força muito poderosa e perigosa no Oriente Médio, e agora os EUA derrotaram o califado territorial”.  Ela ressaltou, no entanto, que a retirada de tropas dos EUA da Síria não significa o fim da coalizão internacional liderada pelos Estados Unidos. Segundo Sanders, o governo americano continuará a trabalhar com aliados para “negar território, financiamento e apoio aos terroristas islâmicos”, bem como “quaisquer meios de infitração” pelas fronteiras americanas.
Sanders acrescentou que os EUA e seus parceiros “estão prontos para voltar a se unir em todos os níveis para defender os interesses de americanos onde for necessário”.
A decisão de Trump contraria aliados (Foto: Brendan Smialowski/AFP)Antes, Trump havia afirmado no Twitter que a “única razão” para permanecer na Síria era a derrota do EI, um objetivo que seu governo considera cumprido depois de ter tirado dos extremistas o controle de quase todo o território que ocuparam em 2014. “Derrotamos o EI na Síria, a única razão para estar lá durante a presidência de Trump”, escreveu o presidente na rede social.
O primeiro-ministro de Israel, , afirmou que respeita a decisão dos EUA de se retirar da Síria e advertiu que seu país “se protegerá” diante da nova situação.  Trump repetiu em diversas ocasiões que sua prioridade na Síria era erradicar o EI e abandonou a ideia de forçar uma transição que force a saída do presidente sírio, Bashar al-Assad.
Segundo o Pentágono, o EI só controla 1% do território que chegou a dominar em 2014, quando proclamou um califado na Síria e no Iraque.
Apesar de retirar suas tropas da Síria, os EUA manteriam seus soldados no Iraque, o que permitiria lançar ataques em solo sírio.
",Mundo,https://www.cartacapital.com.br/mundo/eua-anunciam-inicio-de-retirada-de-tropas-da-siria/,Deutsche Welle,19/12/2018 20:50:30,Trump afirma que presença de 2 mil militares no país não é mais necessária porque o , EUA anunciam início de retirada de tropas da Síria
"
Ana Caroline Campagnolo – Deputada Estadual(PSL-SC)





  

Pois bem: não seriam nossos antepassados os povos originários? Os africanos (aqui destaco que o que se conhece como civilização grega contempla, também, os egípcios, que são africanos)?
   




  






Se formos analisar as palavras-chave, por exemplo, não são todas as categorias que aparecem no texto constitucional. A categoria da “sexualidade” fica de fora, e considerando que o discurso da norma conduz a sociedade, é como se houvesse um apagamento quanto à existência das diversidades.  


 






O que importa, aqui, é atenção para que a produção do direito, que marca discursos valorativos de certo e errado no meio social, é feita pelos legisladores.



 







",3ª Turma,https://www.cartacapital.com.br/justica/antifeminismo-em-pauta/,Grazielly Alessandra Baggenstoss e Juliana Alice Fernandes Gonçalves,11/03/2019 11:52:20,"É o lado obscuro do que sim, também pode se compreender como feminismo, mas um feminismo excludente e violentador",(Anti)Feminismo em Pauta
"No documento de 74 páginas, o assassino evoca a sua condição de branco, emite frases preconceituosas contra muçulmanos e afirma que seu objetivo seria “criar uma atmosfera de medo” e “incitar a violência” contra imigrantes.
“Sou apenas um homem branco normal de 28 anos. Nasci na Austrália, em uma família de poucos recursos”, anota.
  Em seguida, afirma que o atentado é uma vingança pela “escravidão de milhares de europeus tirados de suas terras por escravocratas islâmicos” e “pelas centenas de milhares de mortes provocadas por invasores contra europeus ao longo da história”.
Embora nascido na Austrália, o atirador se considerava defensor dos valores europeus. “As origens da minha língua são europeias, a minha cultura é europeia, as minhas crenças políticas são europeias, as minhas crenças filosóficas são europeias, a minha identidade é europeia e, mais importante, o meu sangue é europeu”.  A principal referência de Tarrant era , terrorista de extrema-direita da Noruega que fez 77 vítimas em 2011 e publicou um documento de 1,5 mil páginas no qual defendia a superioridade racial branca. Ele afirma ter mantido um “breve contato” com Breivik, sua “única inspiração verdadeira”.
Tarrant cultivava, como vários supremacistas brancos ao redor do planeta, teorias conspiratórias em relação às instituições e conceitos ocidentais que dizia defender. “A democracia é o domínio da máfia, e a própria máfia é comandada por nossos inimigos. A imprensa global, dominada por corporações, a controla”.
A política, segundo ele, é uma “insanidade dominante, multicultural, igualitária e individualista”. E elogia a internet, que teria permitido que “a verdadeira liberdade de pensamento e discussão florescesse”.
",Mundo,https://www.cartacapital.com.br/mundo/em-manifesto-atirador-da-nova-zelandia-defende-a-supremacia-branca/,Redação,15/03/2019 13:38:26,"No documento de 72 páginas, o terrorista ataca os muçulmanos e diz pretender criar “uma atmosfera de medo” para os imigrantes","Em manifesto, atirador da Nova Zelândia defende a supremacia branca"
